"Statistic Label","Year","Settlements","UNIT","VALUE"
"Number of New Dwelling Completions","2012","Ballyhooly, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Bridebridge, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Castlelyons, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Castletownroche, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Conna, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Glanworth, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kilworth, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Rathcormac, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballydesmond, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Banteer, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Boherbue, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Dromina, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kanturk, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Milford, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Newmarket, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Newtown, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kinsale, Co Cork","Number","8"
"Number of New Dwelling Completions","2012","Crosshaven-Churchbay, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Fountainstown, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Macroom, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Baile Mhic Íre, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Coachford, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Farran, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Mallow, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Ballyclogh, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Buttevant, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Doneraile, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Drommahane, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Killavullen, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Liscarroll, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Midleton, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Aghada-Farsid-Rostellan, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Ballycotton, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Carrigtwohill, Co Cork","Number","9"
"Number of New Dwelling Completions","2012","Castlemartyr, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Cloyne, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Shanagarry, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Whitegate, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Knocknagree, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Millstreet, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kildorrery, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Mitchelstown, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Skibbereen, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Baltimore, Co Cork","Number","2"
"Number of New Dwelling Completions","2012","Castletownshend, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Drimoleague, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Leap, Co Cork","Number","3"
"Number of New Dwelling Completions","2012","Unionhall, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballydehob, Co Cork","Number","2"
"Number of New Dwelling Completions","2012","Schull, Co Cork","Number","4"
"Number of New Dwelling Completions","2012","Youghal, Co Cork","Number","2"
"Number of New Dwelling Completions","2012","Killeagh, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Knockglass, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Rathard-Aherla, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Belgooly, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballygarvan, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Knockraha, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Whitechurch, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Carrignavar, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Cloughduv, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kilbrittain, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Churchtown, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Clondrohid, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Bweeng, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Grenagh, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Glenville, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Clondulane, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballynoe, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Mogeely, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballymacoda, Co Cork","Number","2"
"Number of New Dwelling Completions","2012","Saleen, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Shanbally, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Riverstick, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Halfway, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Crossbarry, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Ballinspittle, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Dunderrow, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Lyre, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Rathcoole, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Castlemagner, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Kilbrin, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Freemount, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Shanballymore, Co Cork","Number","4"
"Number of New Dwelling Completions","2012","Kilcrohane, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Courtbrack, Co Cork","Number","1"
"Number of New Dwelling Completions","2012","Glengarriff, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","New Twopothouse, Co Cork","Number","0"
"Number of New Dwelling Completions","2012","Cahirciveen, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Glenbeigh, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Knightstown, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Waterville-Spunkane, Co Kerry","Number","2"
"Number of New Dwelling Completions","2012","Annascaul, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Castlegregory, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Dingle-Daingean Uí Chuis, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Kenmare, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Kilgarvan, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Sneem, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Killarney, Co Kerry","Number","2"
"Number of New Dwelling Completions","2012","Cromane, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Gneevgullia, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Killorglin, Co Kerry","Number","4"
"Number of New Dwelling Completions","2012","Milltown, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Rathmore, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Listowel, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Ballybunion, Co Kerry","Number","2"
"Number of New Dwelling Completions","2012","Ballyduff, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","BallyLongford, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Causeway, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Lixnaw, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Newtownsandes, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Tarbert, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Tralee, Co Kerry","Number","25"
"Number of New Dwelling Completions","2012","Abbeydorney, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Ardfert, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Ballyheigue, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Brosna, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Castleisland, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Fenit, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Spa, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Beaufort, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Kilcummin, Co Kerry","Number","1"
"Number of New Dwelling Completions","2012","Castlemaine, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Fieries, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Kilflynn, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Duagh, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Portmagee, Co Kerry","Number","0"
"Number of New Dwelling Completions","2012","Adare, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Ballingarry, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Croom, Co Limerick","Number","8"
"Number of New Dwelling Completions","2012","Glin, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Bruff, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Bruree, Co Limerick","Number","6"
"Number of New Dwelling Completions","2012","Hospital, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Kilfinane, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Kilmallock, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Knocklong, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Annacotty, Co Limerick","Number","1"
"Number of New Dwelling Completions","2012","Caherconlish, Co Limerick","Number","1"
"Number of New Dwelling Completions","2012","Cappamore, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Castleconnell, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Moroe, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Mungret, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Patrickswell, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Ballylanders, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Galbally, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Abbeyfeale, Co Limerick","Number","1"
"Number of New Dwelling Completions","2012","Ardagh, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Athea, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Broadford, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Drumcollogher, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Mountcollins, Co Limerick","Number","1"
"Number of New Dwelling Completions","2012","Newcastle West, Co Limerick","Number","1"
"Number of New Dwelling Completions","2012","Askeaton, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Foynes, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Pallaskenry, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Rathkeale, Co Limerick","Number","12"
"Number of New Dwelling Completions","2012","Shanagolden, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Doon, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Oola, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Pallasgreen, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Ballyagran, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Glen, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","CarrigKerry, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Kilteely, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Clarina, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Fedamore, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Ballyhahill, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Kildimo, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Croagh, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Toornafulla, Co Limerick","Number","0"
"Number of New Dwelling Completions","2012","Borrisokane, Co Tipperary","Number","1"
"Number of New Dwelling Completions","2012","Cloughjordan, Co Tipperary","Number","0"
"Number of New Dwelling Completions","2012","Nenagh, Co Tipperary","Number","0"
"Number of New Dwelling Completions","2012","Ballina, Co Tipperary","Number","2"
