"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","202003","2020 March","90","Limerick City and County","03","Number of notices for residential development","Number","23"
"HSM13","Commencement Notices","202003","2020 March","90","Limerick City and County","04","Number of residential units","Number","43"
"HSM13","Commencement Notices","202003","2020 March","90","Limerick City and County","05","Number of one-off residential units","Number","21"
"HSM13","Commencement Notices","202003","2020 March","91","Waterford City and County","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202003","2020 March","91","Waterford City and County","04","Number of residential units","Number","115"
"HSM13","Commencement Notices","202003","2020 March","91","Waterford City and County","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202003","2020 March","92","Tipperary County","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202003","2020 March","92","Tipperary County","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202003","2020 March","92","Tipperary County","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202004","2020 April","01","Carlow (County Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","202004","2020 April","01","Carlow (County Council)","04","Number of residential units","Number","3"
"HSM13","Commencement Notices","202004","2020 April","01","Carlow (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202004","2020 April","02","Cavan (County Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202004","2020 April","02","Cavan (County Council)","04","Number of residential units","Number","6"
"HSM13","Commencement Notices","202004","2020 April","02","Cavan (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202004","2020 April","03","Clare (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202004","2020 April","03","Clare (County Council)","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","202004","2020 April","03","Clare (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202004","2020 April","04","Cork (County Council)","03","Number of notices for residential development","Number","46"
"HSM13","Commencement Notices","202004","2020 April","04","Cork (County Council)","04","Number of residential units","Number","95"
"HSM13","Commencement Notices","202004","2020 April","04","Cork (County Council)","05","Number of one-off residential units","Number","42"
"HSM13","Commencement Notices","202004","2020 April","05","Donegal (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202004","2020 April","05","Donegal (County Council)","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202004","2020 April","05","Donegal (County Council)","05","Number of one-off residential units","Number","20"
"HSM13","Commencement Notices","202004","2020 April","06","Fingal (County Council)","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","202004","2020 April","06","Fingal (County Council)","04","Number of residential units","Number","41"
"HSM13","Commencement Notices","202004","2020 April","06","Fingal (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202004","2020 April","07","Galway (County Council)","03","Number of notices for residential development","Number","32"
"HSM13","Commencement Notices","202004","2020 April","07","Galway (County Council)","04","Number of residential units","Number","41"
"HSM13","Commencement Notices","202004","2020 April","07","Galway (County Council)","05","Number of one-off residential units","Number","30"
"HSM13","Commencement Notices","202004","2020 April","08","Kerry (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202004","2020 April","08","Kerry (County Council)","04","Number of residential units","Number","15"
"HSM13","Commencement Notices","202004","2020 April","08","Kerry (County Council)","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202004","2020 April","09","Kildare (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202004","2020 April","09","Kildare (County Council)","04","Number of residential units","Number","30"
"HSM13","Commencement Notices","202004","2020 April","09","Kildare (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202004","2020 April","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202004","2020 April","10","Kilkenny (County Council)","04","Number of residential units","Number","13"
"HSM13","Commencement Notices","202004","2020 April","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202004","2020 April","11","Laois (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202004","2020 April","11","Laois (County Council)","04","Number of residential units","Number","13"
