"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","201912","2019 December","92","Tipperary County","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202001","2020 January","01","Carlow (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202001","2020 January","01","Carlow (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202001","2020 January","01","Carlow (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202001","2020 January","02","Cavan (County Council)","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","202001","2020 January","02","Cavan (County Council)","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","202001","2020 January","02","Cavan (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202001","2020 January","03","Clare (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202001","2020 January","03","Clare (County Council)","04","Number of residential units","Number","9"
"HSM13","Commencement Notices","202001","2020 January","03","Clare (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202001","2020 January","04","Cork (County Council)","03","Number of notices for residential development","Number","35"
"HSM13","Commencement Notices","202001","2020 January","04","Cork (County Council)","04","Number of residential units","Number","76"
"HSM13","Commencement Notices","202001","2020 January","04","Cork (County Council)","05","Number of one-off residential units","Number","31"
"HSM13","Commencement Notices","202001","2020 January","05","Donegal (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202001","2020 January","05","Donegal (County Council)","04","Number of residential units","Number","29"
"HSM13","Commencement Notices","202001","2020 January","05","Donegal (County Council)","05","Number of one-off residential units","Number","14"
"HSM13","Commencement Notices","202001","2020 January","06","Fingal (County Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202001","2020 January","06","Fingal (County Council)","04","Number of residential units","Number","210"
"HSM13","Commencement Notices","202001","2020 January","06","Fingal (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202001","2020 January","07","Galway (County Council)","03","Number of notices for residential development","Number","29"
"HSM13","Commencement Notices","202001","2020 January","07","Galway (County Council)","04","Number of residential units","Number","34"
"HSM13","Commencement Notices","202001","2020 January","07","Galway (County Council)","05","Number of one-off residential units","Number","28"
"HSM13","Commencement Notices","202001","2020 January","08","Kerry (County Council)","03","Number of notices for residential development","Number","18"
"HSM13","Commencement Notices","202001","2020 January","08","Kerry (County Council)","04","Number of residential units","Number","45"
"HSM13","Commencement Notices","202001","2020 January","08","Kerry (County Council)","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202001","2020 January","09","Kildare (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202001","2020 January","09","Kildare (County Council)","04","Number of residential units","Number","155"
"HSM13","Commencement Notices","202001","2020 January","09","Kildare (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202001","2020 January","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202001","2020 January","10","Kilkenny (County Council)","04","Number of residential units","Number","14"
"HSM13","Commencement Notices","202001","2020 January","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","14"
"HSM13","Commencement Notices","202001","2020 January","11","Laois (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202001","2020 January","11","Laois (County Council)","04","Number of residential units","Number","48"
"HSM13","Commencement Notices","202001","2020 January","11","Laois (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202001","2020 January","12","Leitrim (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202001","2020 January","12","Leitrim (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202001","2020 January","12","Leitrim (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202001","2020 January","14","Longford (County Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","202001","2020 January","14","Longford (County Council)","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","202001","2020 January","14","Longford (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","202001","2020 January","15","Louth (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202001","2020 January","15","Louth (County Council)","04","Number of residential units","Number","73"
"HSM13","Commencement Notices","202001","2020 January","15","Louth (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202001","2020 January","16","Mayo (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202001","2020 January","16","Mayo (County Council)","04","Number of residential units","Number","14"
"HSM13","Commencement Notices","202001","2020 January","16","Mayo (County Council)","05","Number of one-off residential units","Number","14"
"HSM13","Commencement Notices","202001","2020 January","17","Meath (County Council)","03","Number of notices for residential development","Number","19"
"HSM13","Commencement Notices","202001","2020 January","17","Meath (County Council)","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202001","2020 January","17","Meath (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202001","2020 January","18","Monaghan (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","202001","2020 January","18","Monaghan (County Council)","04","Number of residential units","Number","25"
"HSM13","Commencement Notices","202001","2020 January","18","Monaghan (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202001","2020 January","19","Offaly (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202001","2020 January","19","Offaly (County Council)","04","Number of residential units","Number","73"
"HSM13","Commencement Notices","202001","2020 January","19","Offaly (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202001","2020 January","20","Roscommon (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202001","2020 January","20","Roscommon (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202001","2020 January","20","Roscommon (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202001","2020 January","21","Sligo (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202001","2020 January","21","Sligo (County Council)","04","Number of residential units","Number","28"
"HSM13","Commencement Notices","202001","2020 January","21","Sligo (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202001","2020 January","25","Westmeath (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202001","2020 January","25","Westmeath (County Council)","04","Number of residential units","Number","10"
"HSM13","Commencement Notices","202001","2020 January","25","Westmeath (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202001","2020 January","26","Wexford (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202001","2020 January","26","Wexford (County Council)","04","Number of residential units","Number","61"
"HSM13","Commencement Notices","202001","2020 January","26","Wexford (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202001","2020 January","27","Wicklow (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202001","2020 January","27","Wicklow (County Council)","04","Number of residential units","Number","125"
"HSM13","Commencement Notices","202001","2020 January","27","Wicklow (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202001","2020 January","29","Cork (City Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202001","2020 January","29","Cork (City Council)","04","Number of residential units","Number","23"
"HSM13","Commencement Notices","202001","2020 January","29","Cork (City Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202001","2020 January","30","Dublin (City Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202001","2020 January","30","Dublin (City Council)","04","Number of residential units","Number","377"
"HSM13","Commencement Notices","202001","2020 January","30","Dublin (City Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202001","2020 January","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","202001","2020 January","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","359"
"HSM13","Commencement Notices","202001","2020 January","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202001","2020 January","33","Galway (City Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","202001","2020 January","33","Galway (City Council)","04","Number of residential units","Number","1"
"HSM13","Commencement Notices","202001","2020 January","33","Galway (City Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","202001","2020 January","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202001","2020 January","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","159"
"HSM13","Commencement Notices","202001","2020 January","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202001","2020 January","90","Limerick City and County","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202001","2020 January","90","Limerick City and County","04","Number of residential units","Number","30"
"HSM13","Commencement Notices","202001","2020 January","90","Limerick City and County","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202001","2020 January","91","Waterford City and County","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202001","2020 January","91","Waterford City and County","04","Number of residential units","Number","19"
"HSM13","Commencement Notices","202001","2020 January","91","Waterford City and County","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202001","2020 January","92","Tipperary County","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202001","2020 January","92","Tipperary County","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","202001","2020 January","92","Tipperary County","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202002","2020 February","01","Carlow (County Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202002","2020 February","01","Carlow (County Council)","04","Number of residential units","Number","17"
"HSM13","Commencement Notices","202002","2020 February","01","Carlow (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202002","2020 February","02","Cavan (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202002","2020 February","02","Cavan (County Council)","04","Number of residential units","Number","23"
"HSM13","Commencement Notices","202002","2020 February","02","Cavan (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202002","2020 February","03","Clare (County Council)","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202002","2020 February","03","Clare (County Council)","04","Number of residential units","Number","28"
"HSM13","Commencement Notices","202002","2020 February","03","Clare (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202002","2020 February","04","Cork (County Council)","03","Number of notices for residential development","Number","35"
"HSM13","Commencement Notices","202002","2020 February","04","Cork (County Council)","04","Number of residential units","Number","56"
"HSM13","Commencement Notices","202002","2020 February","04","Cork (County Council)","05","Number of one-off residential units","Number","33"
"HSM13","Commencement Notices","202002","2020 February","05","Donegal (County Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202002","2020 February","05","Donegal (County Council)","04","Number of residential units","Number","23"
"HSM13","Commencement Notices","202002","2020 February","05","Donegal (County Council)","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202002","2020 February","06","Fingal (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202002","2020 February","06","Fingal (County Council)","04","Number of residential units","Number","157"
"HSM13","Commencement Notices","202002","2020 February","06","Fingal (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202002","2020 February","07","Galway (County Council)","03","Number of notices for residential development","Number","33"
"HSM13","Commencement Notices","202002","2020 February","07","Galway (County Council)","04","Number of residential units","Number","36"
"HSM13","Commencement Notices","202002","2020 February","07","Galway (County Council)","05","Number of one-off residential units","Number","31"
"HSM13","Commencement Notices","202002","2020 February","08","Kerry (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202002","2020 February","08","Kerry (County Council)","04","Number of residential units","Number","26"
"HSM13","Commencement Notices","202002","2020 February","08","Kerry (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202002","2020 February","09","Kildare (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202002","2020 February","09","Kildare (County Council)","04","Number of residential units","Number","103"
"HSM13","Commencement Notices","202002","2020 February","09","Kildare (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202002","2020 February","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","19"
"HSM13","Commencement Notices","202002","2020 February","10","Kilkenny (County Council)","04","Number of residential units","Number","26"
"HSM13","Commencement Notices","202002","2020 February","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202002","2020 February","11","Laois (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202002","2020 February","11","Laois (County Council)","04","Number of residential units","Number","33"
"HSM13","Commencement Notices","202002","2020 February","11","Laois (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202002","2020 February","12","Leitrim (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202002","2020 February","12","Leitrim (County Council)","04","Number of residential units","Number","9"
"HSM13","Commencement Notices","202002","2020 February","12","Leitrim (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202002","2020 February","14","Longford (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202002","2020 February","14","Longford (County Council)","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202002","2020 February","14","Longford (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202002","2020 February","15","Louth (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202002","2020 February","15","Louth (County Council)","04","Number of residential units","Number","83"
"HSM13","Commencement Notices","202002","2020 February","15","Louth (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202002","2020 February","16","Mayo (County Council)","03","Number of notices for residential development","Number","19"
"HSM13","Commencement Notices","202002","2020 February","16","Mayo (County Council)","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202002","2020 February","16","Mayo (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202002","2020 February","17","Meath (County Council)","03","Number of notices for residential development","Number","26"
"HSM13","Commencement Notices","202002","2020 February","17","Meath (County Council)","04","Number of residential units","Number","182"
"HSM13","Commencement Notices","202002","2020 February","17","Meath (County Council)","05","Number of one-off residential units","Number","21"
"HSM13","Commencement Notices","202002","2020 February","18","Monaghan (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202002","2020 February","18","Monaghan (County Council)","04","Number of residential units","Number","36"
"HSM13","Commencement Notices","202002","2020 February","18","Monaghan (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202002","2020 February","19","Offaly (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202002","2020 February","19","Offaly (County Council)","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202002","2020 February","19","Offaly (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202002","2020 February","20","Roscommon (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202002","2020 February","20","Roscommon (County Council)","04","Number of residential units","Number","34"
"HSM13","Commencement Notices","202002","2020 February","20","Roscommon (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202002","2020 February","21","Sligo (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202002","2020 February","21","Sligo (County Council)","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","202002","2020 February","21","Sligo (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202002","2020 February","25","Westmeath (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202002","2020 February","25","Westmeath (County Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","202002","2020 February","25","Westmeath (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202002","2020 February","26","Wexford (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202002","2020 February","26","Wexford (County Council)","04","Number of residential units","Number","31"
"HSM13","Commencement Notices","202002","2020 February","26","Wexford (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202002","2020 February","27","Wicklow (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202002","2020 February","27","Wicklow (County Council)","04","Number of residential units","Number","76"
"HSM13","Commencement Notices","202002","2020 February","27","Wicklow (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202002","2020 February","29","Cork (City Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202002","2020 February","29","Cork (City Council)","04","Number of residential units","Number","41"
"HSM13","Commencement Notices","202002","2020 February","29","Cork (City Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202002","2020 February","30","Dublin (City Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202002","2020 February","30","Dublin (City Council)","04","Number of residential units","Number","397"
"HSM13","Commencement Notices","202002","2020 February","30","Dublin (City Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202002","2020 February","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202002","2020 February","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","539"
"HSM13","Commencement Notices","202002","2020 February","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202002","2020 February","33","Galway (City Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202002","2020 February","33","Galway (City Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202002","2020 February","33","Galway (City Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202002","2020 February","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202002","2020 February","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","156"
"HSM13","Commencement Notices","202002","2020 February","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202002","2020 February","90","Limerick City and County","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202002","2020 February","90","Limerick City and County","04","Number of residential units","Number","122"
"HSM13","Commencement Notices","202002","2020 February","90","Limerick City and County","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202002","2020 February","91","Waterford City and County","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202002","2020 February","91","Waterford City and County","04","Number of residential units","Number","57"
"HSM13","Commencement Notices","202002","2020 February","91","Waterford City and County","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202002","2020 February","92","Tipperary County","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202002","2020 February","92","Tipperary County","04","Number of residential units","Number","40"
"HSM13","Commencement Notices","202002","2020 February","92","Tipperary County","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202003","2020 March","01","Carlow (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202003","2020 March","01","Carlow (County Council)","04","Number of residential units","Number","31"
"HSM13","Commencement Notices","202003","2020 March","01","Carlow (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202003","2020 March","02","Cavan (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202003","2020 March","02","Cavan (County Council)","04","Number of residential units","Number","17"
"HSM13","Commencement Notices","202003","2020 March","02","Cavan (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202003","2020 March","03","Clare (County Council)","03","Number of notices for residential development","Number","22"
"HSM13","Commencement Notices","202003","2020 March","03","Clare (County Council)","04","Number of residential units","Number","52"
"HSM13","Commencement Notices","202003","2020 March","03","Clare (County Council)","05","Number of one-off residential units","Number","21"
"HSM13","Commencement Notices","202003","2020 March","04","Cork (County Council)","03","Number of notices for residential development","Number","66"
"HSM13","Commencement Notices","202003","2020 March","04","Cork (County Council)","04","Number of residential units","Number","178"
"HSM13","Commencement Notices","202003","2020 March","04","Cork (County Council)","05","Number of one-off residential units","Number","60"
"HSM13","Commencement Notices","202003","2020 March","05","Donegal (County Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202003","2020 March","05","Donegal (County Council)","04","Number of residential units","Number","17"
"HSM13","Commencement Notices","202003","2020 March","05","Donegal (County Council)","05","Number of one-off residential units","Number","17"
"HSM13","Commencement Notices","202003","2020 March","06","Fingal (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202003","2020 March","06","Fingal (County Council)","04","Number of residential units","Number","177"
"HSM13","Commencement Notices","202003","2020 March","06","Fingal (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","07","Galway (County Council)","03","Number of notices for residential development","Number","34"
"HSM13","Commencement Notices","202003","2020 March","07","Galway (County Council)","04","Number of residential units","Number","65"
"HSM13","Commencement Notices","202003","2020 March","07","Galway (County Council)","05","Number of one-off residential units","Number","31"
"HSM13","Commencement Notices","202003","2020 March","08","Kerry (County Council)","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202003","2020 March","08","Kerry (County Council)","04","Number of residential units","Number","17"
"HSM13","Commencement Notices","202003","2020 March","08","Kerry (County Council)","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202003","2020 March","09","Kildare (County Council)","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202003","2020 March","09","Kildare (County Council)","04","Number of residential units","Number","201"
"HSM13","Commencement Notices","202003","2020 March","09","Kildare (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202003","2020 March","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","18"
"HSM13","Commencement Notices","202003","2020 March","10","Kilkenny (County Council)","04","Number of residential units","Number","45"
"HSM13","Commencement Notices","202003","2020 March","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","16"
"HSM13","Commencement Notices","202003","2020 March","11","Laois (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","202003","2020 March","11","Laois (County Council)","04","Number of residential units","Number","10"
"HSM13","Commencement Notices","202003","2020 March","11","Laois (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202003","2020 March","12","Leitrim (County Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202003","2020 March","12","Leitrim (County Council)","04","Number of residential units","Number","5"
"HSM13","Commencement Notices","202003","2020 March","12","Leitrim (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202003","2020 March","14","Longford (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202003","2020 March","14","Longford (County Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202003","2020 March","14","Longford (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202003","2020 March","15","Louth (County Council)","03","Number of notices for residential development","Number","23"
"HSM13","Commencement Notices","202003","2020 March","15","Louth (County Council)","04","Number of residential units","Number","132"
"HSM13","Commencement Notices","202003","2020 March","15","Louth (County Council)","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202003","2020 March","16","Mayo (County Council)","03","Number of notices for residential development","Number","28"
"HSM13","Commencement Notices","202003","2020 March","16","Mayo (County Council)","04","Number of residential units","Number","28"
"HSM13","Commencement Notices","202003","2020 March","16","Mayo (County Council)","05","Number of one-off residential units","Number","28"
"HSM13","Commencement Notices","202003","2020 March","17","Meath (County Council)","03","Number of notices for residential development","Number","21"
"HSM13","Commencement Notices","202003","2020 March","17","Meath (County Council)","04","Number of residential units","Number","147"
"HSM13","Commencement Notices","202003","2020 March","17","Meath (County Council)","05","Number of one-off residential units","Number","14"
"HSM13","Commencement Notices","202003","2020 March","18","Monaghan (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202003","2020 March","18","Monaghan (County Council)","04","Number of residential units","Number","40"
"HSM13","Commencement Notices","202003","2020 March","18","Monaghan (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","19","Offaly (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","202003","2020 March","19","Offaly (County Council)","04","Number of residential units","Number","83"
"HSM13","Commencement Notices","202003","2020 March","19","Offaly (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202003","2020 March","20","Roscommon (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202003","2020 March","20","Roscommon (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","20","Roscommon (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","21","Sligo (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202003","2020 March","21","Sligo (County Council)","04","Number of residential units","Number","30"
"HSM13","Commencement Notices","202003","2020 March","21","Sligo (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","25","Westmeath (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202003","2020 March","25","Westmeath (County Council)","04","Number of residential units","Number","49"
"HSM13","Commencement Notices","202003","2020 March","25","Westmeath (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202003","2020 March","26","Wexford (County Council)","03","Number of notices for residential development","Number","26"
"HSM13","Commencement Notices","202003","2020 March","26","Wexford (County Council)","04","Number of residential units","Number","42"
"HSM13","Commencement Notices","202003","2020 March","26","Wexford (County Council)","05","Number of one-off residential units","Number","25"
"HSM13","Commencement Notices","202003","2020 March","27","Wicklow (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202003","2020 March","27","Wicklow (County Council)","04","Number of residential units","Number","52"
"HSM13","Commencement Notices","202003","2020 March","27","Wicklow (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","29","Cork (City Council)","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202003","2020 March","29","Cork (City Council)","04","Number of residential units","Number","86"
"HSM13","Commencement Notices","202003","2020 March","29","Cork (City Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202003","2020 March","30","Dublin (City Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202003","2020 March","30","Dublin (City Council)","04","Number of residential units","Number","262"
"HSM13","Commencement Notices","202003","2020 March","30","Dublin (City Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202003","2020 March","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202003","2020 March","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","192"
"HSM13","Commencement Notices","202003","2020 March","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202003","2020 March","33","Galway (City Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202003","2020 March","33","Galway (City Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202003","2020 March","33","Galway (City Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202003","2020 March","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202003","2020 March","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","233"
"HSM13","Commencement Notices","202003","2020 March","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","4"
